id_pedido;produto;categoria;fornecedor;status;custo_unitario;quantidade;lead_time_dias;custo_frete
PED-7349;Chapa de Aço;Metalurgia;Norte Logística;Atrasado;USD 127,41;44 unidades;15;R$ 585,36
PED-7350;Polímero Industrial;Química;Sudeste Express;Atrasado;USD 146,92;154 unidades;17;R$ 515,69
PED-7351;Sensor Prototipo;Eletrônicos;Sul Metais;Atrasado;USD 358,56;274 unidades;13;R$ 566,77
PED-7352;Circuito Impresso;Eletrônicos;Amazonas Tech;Entregue;USD 580,84;50 unidades;41;R$ 840,21
PED-7353;Sensor Prototipo;Eletrônicos;Delta Matérias-Primas;Atrasado;USD 480,42;335 unidades;14;R$ 562,24
PED-7354;Caixa Papelão;Embalagens;Sudeste Express;Entregue;USD 121,29;90 unidades;18;R$ 563,35
PED-7355;Cabo de Cobre;Metalurgia;Bahia Peças;Atrasado;USD 205,57;31 unidades;9;R$ 393,24
PED-7356;Caixa Papelão;Embalagens;Sul Metais;Em trânsito;USD 151,14;108 unidades;13;R$ 503,34
PED-7357;Chapa de Aço;Metalurgia;Sul Metais;Entregue;USD 117,84;440 unidades;12;R$ 482,12
PED-7358;Cabo de Cobre;Metalurgia;Sudeste Express;Entregue;USD 118,02;373 unidades;13;R$ 528,37
PED-7359;Chapa de Aço;Metalurgia;Global Shipping;Em trânsito;USD 168,19;101 unidades;24;R$ 646,41
PED-7360;Cabo de Cobre;Metalurgia;LogTech Brasil;Entregue;USD 162,9;113 unidades;4;R$ 384,57
PED-7361;Polímero Industrial;Química;Delta Matérias-Primas;Entregue;USD 123,3;152 unidades;14;R$ 560,5
PED-7362;Circuito Impresso;Eletrônicos;Global Shipping;Entregue;USD 449,62;67 unidades;33;R$ 731,65
PED-7363;Válvula Hidráulica;Mecânica;Nordeste Distribuidora;Entregue;USD 175,39;108 unidades;17;R$ 593,5
PED-7364;Cabo de Cobre;Metalurgia;Norte Logística;Em trânsito;USD 168,33;326 unidades;15;R$ 477,84
PED-7365;Resina Epoxi;Química;Sudeste Express;Atrasado;USD 116,99;300 unidades;11;R$ 563,07
PED-7366;Resina Epoxi;Química;Delta Matérias-Primas;Entregue;USD 143,25;23 unidades;15;R$ 599,67
PED-7367;Chapa de Aço;Metalurgia;Sudeste Express;Em trânsito;USD 146,44;152 unidades;17;R$ 457,64
PED-7368;Circuito Impresso;Eletrônicos;Norte Logística;Entregue;USD 389,05;378 unidades;13;R$ 569,65
PED-7369;Caixa Papelão;Embalagens;LogTech Brasil;Entregue;USD 138,71;105 unidades;3;R$ 311,09
PED-7370;Sensor Prototipo;Eletrônicos;Sul Metais;Atrasado;USD 372,12;237 unidades;16;R$ 440,46
PED-7371;Resina Epoxi;Química;Amazonas Tech;Entregue;USD 194,86;99 unidades;49;R$ 819,22
PED-7372;Polímero Industrial;Química;Amazonas Tech;Em trânsito;USD 173,8;390 unidades;21;R$ 920,52
PED-7373;Polímero Industrial;Química;Nordeste Distribuidora;Entregue;USD 203,16;404 unidades;19;R$ 553,9
PED-7374;Válvula Hidráulica;Mecânica;Bahia Peças;Em trânsito;USD 126,1;492 unidades;17;R$ 482,18
PED-7375;Válvula Hidráulica;Mecânica;Bahia Peças;Atrasado;USD 129,48;367 unidades;16;R$ 566,03
PED-7376;Sensor Prototipo;Eletrônicos;Nordeste Distribuidora;Entregue;USD 502,24;348 unidades;20;R$ 539,89
PED-7377;Polímero Industrial;Química;Bahia Peças;Em trânsito;USD 169,67;390 unidades;12;R$ 542,06
PED-7378;Válvula Hidráulica;Mecânica;Delta Matérias-Primas;Atrasado;USD 168,8;405 unidades;19;R$ 636,97
PED-7379;Cabo de Cobre;Metalurgia;Bahia Peças;Entregue;USD 153,73;108 unidades;10;R$ 616,87
PED-7380;Caixa Papelão;Embalagens;Norte Logística;Entregue;USD 123,68;127 unidades;17;R$ 483,2
PED-7381;Circuito Impresso;Eletrônicos;Indústrias Alfa;Em trânsito;USD 395,55;70 unidades;14;R$ 608,84
PED-7382;Sensor Prototipo;Eletrônicos;Indústrias Alfa;Atrasado;USD 397,2;418 unidades;14;R$ 489,63
PED-7383;Polímero Industrial;Química;Global Shipping;Entregue;USD 158,38;192 unidades;28;R$ 801,4
PED-7384;Válvula Hidráulica;Mecânica;Sudeste Express;Em trânsito;USD 157,41;262 unidades;17;R$ 612,55
PED-7385;Polímero Industrial;Química;Delta Matérias-Primas;Em trânsito;USD 154,84;326 unidades;21;R$ 595,08
PED-7386;Circuito Impresso;Eletrônicos;LogTech Brasil;Em trânsito;USD 394,96;443 unidades;3;R$ 271,38
PED-7387;Polímero Industrial;Química;Global Shipping;Atrasado;USD 207,91;380 unidades;30;R$ 658,24
PED-7388;Resina Epoxi;Química;Nordeste Distribuidora;Atrasado;USD 171,5;499 unidades;20;R$ 560,94
PED-7389;Cabo de Cobre;Metalurgia;Norte Logística;Entregue;USD 129,58;215 unidades;14;R$ 548,05
PED-7390;Polímero Industrial;Química;Amazonas Tech;Entregue;USD 193,63;483 unidades;48;R$ 947,21
PED-7391;Cabo de Cobre;Metalurgia;Sul Metais;Atrasado;USD 122,94;460 unidades;9;R$ 421,41
PED-7392;Válvula Hidráulica;Mecânica;Nordeste Distribuidora;Entregue;USD 176,63;129 unidades;19;R$ 639,28
PED-7393;Válvula Hidráulica;Mecânica;Amazonas Tech;Entregue;USD 231,73;195 unidades;29;R$ 963,98
PED-7394;Sensor Prototipo;Eletrônicos;Indústrias Alfa;Em trânsito;USD 384,25;33 unidades;13;R$ 486,11
PED-7395;Cabo de Cobre;Metalurgia;Bahia Peças;Atrasado;USD 153,57;197 unidades;18;R$ 478,39
PED-7396;Válvula Hidráulica;Mecânica;Sudeste Express;Entregue;USD 172,59;171 unidades;12;R$ 479,18
PED-7397;Circuito Impresso;Eletrônicos;Global Shipping;Atrasado;USD 467,94;451 unidades;19;R$ 664,0
PED-7398;Cabo de Cobre;Metalurgia;Indústrias Alfa;Atrasado;USD 165,91;101 unidades;14;R$ 564,87
PED-7399;Caixa Papelão;Embalagens;Nordeste Distribuidora;Entregue;USD 187,77;134 unidades;9;R$ 570,22
PED-7400;Cabo de Cobre;Metalurgia;Indústrias Alfa;Em trânsito;USD 135,81;221 unidades;19;R$ 482,12
PED-7401;Sensor Prototipo;Eletrônicos;Bahia Peças;Atrasado;USD 392,68;245 unidades;12;R$ 546,48
PED-7402;Polímero Industrial;Química;Global Shipping;Atrasado;USD 164,08;180 unidades;24;R$ 628,77
PED-7403;Chapa de Aço;Metalurgia;Bahia Peças;Em trânsito;USD 189,08;80 unidades;16;R$ 558,44
PED-7404;Cabo de Cobre;Metalurgia;Bahia Peças;Atrasado;USD 167,3;221 unidades;15;R$ 448,71
PED-7405;Chapa de Aço;Metalurgia;Amazonas Tech;Atrasado;USD 234,44;113 unidades;25;R$ 917,11
PED-7406;Motor de Passo;Mecânica;Indústrias Alfa;Entregue;USD 160,42;199 unidades;16;R$ 531,14
PED-7407;Circuito Impresso;Eletrônicos;Sudeste Express;Atrasado;USD 410,92;298 unidades;16;R$ 461,5
PED-7408;Polímero Industrial;Química;Nordeste Distribuidora;Entregue;USD 165,28;389 unidades;17;R$ 570,0
PED-7409;Polímero Industrial;Química;Norte Logística;Entregue;USD 177,71;358 unidades;13;R$ 533,16
PED-7410;Cabo de Cobre;Metalurgia;Global Shipping;Em trânsito;USD 144,38;476 unidades;30;R$ 682,42
PED-7411;Resina Epoxi;Química;Norte Logística;Entregue;USD 147,28;138 unidades;14;R$ 487,03
PED-7412;Resina Epoxi;Química;Nordeste Distribuidora;Entregue;USD 155,98;162 unidades;22;R$ 578,69
PED-7413;Caixa Papelão;Embalagens;Nordeste Distribuidora;Atrasado;USD 154,22;341 unidades;14;R$ 570,11
PED-7414;Chapa de Aço;Metalurgia;Sul Metais;Em trânsito;USD 119,66;268 unidades;13;R$ 538,81
PED-7415;Caixa Papelão;Embalagens;Delta Matérias-Primas;Atrasado;USD 183,19;303 unidades;13;R$ 518,63
PED-7416;Chapa de Aço;Metalurgia;Global Shipping;Entregue;USD 157,1;292 unidades;18;R$ 700,27
PED-7417;Cabo de Cobre;Metalurgia;Bahia Peças;Atrasado;USD 126,88;223 unidades;17;R$ 558,54
PED-7418;Motor de Passo;Mecânica;Norte Logística;Entregue;USD 167,07;47 unidades;13;R$ 468,61
PED-7419;Motor de Passo;Mecânica;Nordeste Distribuidora;Em trânsito;USD 166,0;311 unidades;20;R$ 535,7
PED-7420;Circuito Impresso;Eletrônicos;Nordeste Distribuidora;Em trânsito;USD 542,05;433 unidades;16;R$ 578,06
PED-7421;Circuito Impresso;Eletrônicos;Bahia Peças;Entregue;USD 409,1;28 unidades;18;R$ 498,85
PED-7422;Caixa Papelão;Embalagens;Sul Metais;Em trânsito;USD 124,95;475 unidades;12;R$ 470,34
PED-7423;Caixa Papelão;Embalagens;Sul Metais;Em trânsito;USD 123,41;359 unidades;13;R$ 484,21
PED-7424;Motor de Passo;Mecânica;Bahia Peças;Atrasado;USD 124,28;172 unidades;17;R$ 496,25
PED-7425;Motor de Passo;Mecânica;Global Shipping;Entregue;USD 172,69;491 unidades;21;R$ 664,91
PED-7426;Caixa Papelão;Embalagens;Global Shipping;Atrasado;USD 153,96;348 unidades;27;R$ 717,22
PED-7427;Polímero Industrial;Química;Norte Logística;Em trânsito;USD 137,27;396 unidades;15;R$ 522,98
PED-7428;Polímero Industrial;Química;Norte Logística;Entregue;USD 175,49;252 unidades;13;R$ 483,08
PED-7429;Válvula Hidráulica;Mecânica;Delta Matérias-Primas;Entregue;USD 156,63;281 unidades;16;R$ 566,42
PED-7430;Resina Epoxi;Química;Bahia Peças;Em trânsito;USD 134,95;167 unidades;15;R$ 530,0
PED-7431;Polímero Industrial;Química;LogTech Brasil;Entregue;USD 121,31;366 unidades;3;R$ 409,89
PED-7432;Chapa de Aço;Metalurgia;Bahia Peças;Entregue;USD 157,57;140 unidades;14;R$ 562,65
PED-7433;Cabo de Cobre;Metalurgia;Nordeste Distribuidora;Entregue;USD 186,48;431 unidades;21;R$ 594,98
PED-7434;Motor de Passo;Mecânica;Delta Matérias-Primas;Entregue;USD 165,44;439 unidades;23;R$ 533,3
PED-7435;Circuito Impresso;Eletrônicos;Delta Matérias-Primas;Atrasado;USD 445,98;373 unidades;22;R$ 597,41
PED-7436;Caixa Papelão;Embalagens;Indústrias Alfa;Entregue;USD 136,28;198 unidades;20;R$ 506,23
PED-7437;Sensor Prototipo;Eletrônicos;Bahia Peças;Entregue;USD 414,03;488 unidades;14;R$ 547,11
PED-7438;Circuito Impresso;Eletrônicos;Sudeste Express;Em trânsito;USD 424,93;164 unidades;16;R$ 533,73
PED-7439;Resina Epoxi;Química;Delta Matérias-Primas;Em trânsito;USD 141,11;437 unidades;17;R$ 574,19
PED-7440;Motor de Passo;Mecânica;Global Shipping;Entregue;USD 166,12;413 unidades;25;R$ 624,82
PED-7441;Caixa Papelão;Embalagens;Nordeste Distribuidora;Em trânsito;USD 198,18;442 unidades;25;R$ 562,44
PED-7442;Resina Epoxi;Química;Nordeste Distribuidora;Entregue;USD 184,7;32 unidades;19;R$ 543,93
PED-7443;Circuito Impresso;Eletrônicos;Amazonas Tech;Entregue;USD 569,57;131 unidades;49;R$ 931,89
PED-7444;Resina Epoxi;Química;LogTech Brasil;Atrasado;USD 187,69;221 unidades;3;R$ 427,21
PED-7445;Resina Epoxi;Química;Bahia Peças;Entregue;USD 170,18;246 unidades;14;R$ 553,46
PED-7446;Chapa de Aço;Metalurgia;Global Shipping;Atrasado;USD 192,39;326 unidades;28;R$ 652,73
PED-7447;Resina Epoxi;Química;Sudeste Express;Atrasado;USD 140,37;241 unidades;16;R$ 424,36
PED-7448;Válvula Hidráulica;Mecânica;Delta Matérias-Primas;Atrasado;USD 158,98;138 unidades;22;R$ 534,8
PED-7449;Chapa de Aço;Metalurgia;Delta Matérias-Primas;Em trânsito;USD 151,71;77 unidades;15;R$ 556,19
PED-7450;Caixa Papelão;Embalagens;Sul Metais;Atrasado;USD 125,0;287 unidades;9;R$ 441,3
PED-7451;Caixa Papelão;Embalagens;Sudeste Express;Em trânsito;USD 148,78;412 unidades;14;R$ 540,02
PED-7452;Polímero Industrial;Química;Norte Logística;Entregue;USD 174,86;305 unidades;13;R$ 482,18
PED-7453;Chapa de Aço;Metalurgia;Sudeste Express;Entregue;USD 147,28;80 unidades;13;R$ 492,62
PED-7454;Válvula Hidráulica;Mecânica;Norte Logística;Atrasado;USD 166,88;386 unidades;11;R$ 576,99
PED-7455;Circuito Impresso;Eletrônicos;Bahia Peças;Entregue;USD 446,75;98 unidades;16;R$ 491,94
PED-7456;Válvula Hidráulica;Mecânica;Amazonas Tech;Atrasado;USD 250,96;425 unidades;32;R$ 862,51
PED-7457;Resina Epoxi;Química;Sudeste Express;Em trânsito;USD 138,01;243 unidades;12;R$ 459,82
PED-7458;Válvula Hidráulica;Mecânica;LogTech Brasil;Entregue;USD 107,78;406 unidades;6;R$ 301,52
PED-7459;Circuito Impresso;Eletrônicos;Sul Metais;Entregue;USD 349,0;380 unidades;15;R$ 498,03
PED-7460;Cabo de Cobre;Metalurgia;Sudeste Express;Entregue;USD 155,95;31 unidades;15;R$ 563,07
PED-7461;Chapa de Aço;Metalurgia;Bahia Peças;Entregue;USD 89,04;481 unidades;16;R$ 554,48
PED-7462;Polímero Industrial;Química;Sul Metais;Entregue;USD 105,99;277 unidades;11;R$ 417,68
PED-7463;Válvula Hidráulica;Mecânica;Norte Logística;Em trânsito;USD 176,35;263 unidades;17;R$ 533,61
PED-7464;Chapa de Aço;Metalurgia;Indústrias Alfa;Entregue;USD 150,55;325 unidades;13;R$ 563,76
PED-7465;Circuito Impresso;Eletrônicos;Bahia Peças;Atrasado;USD 413,47;490 unidades;18;R$ 485,66
PED-7466;Polímero Industrial;Química;Sudeste Express;Em trânsito;USD 138,11;253 unidades;17;R$ 478,03
PED-7467;Cabo de Cobre;Metalurgia;Amazonas Tech;Em trânsito;USD 185,16;230 unidades;58;R$ 854,94
PED-7468;Válvula Hidráulica;Mecânica;Delta Matérias-Primas;Em trânsito;USD 162,26;53 unidades;20;R$ 574,26
PED-7469;Polímero Industrial;Química;Global Shipping;Atrasado;USD 158,78;261 unidades;27;R$ 625,52
PED-7470;Cabo de Cobre;Metalurgia;Delta Matérias-Primas;Atrasado;USD 138,16;463 unidades;21;R$ 576,05
PED-7471;Caixa Papelão;Embalagens;Amazonas Tech;Atrasado;USD 201,35;45 unidades;34;R$ 819,04
PED-7472;Sensor Prototipo;Eletrônicos;Delta Matérias-Primas;Atrasado;USD 428,72;470 unidades;26;R$ 573,25
PED-7473;Circuito Impresso;Eletrônicos;Nordeste Distribuidora;Entregue;USD 488,12;468 unidades;21;R$ 596,77
PED-7474;Sensor Prototipo;Eletrônicos;Amazonas Tech;Em trânsito;USD 487,63;76 unidades;42;R$ 866,88
PED-7475;Chapa de Aço;Metalurgia;Nordeste Distribuidora;Entregue;USD 173,09;384 unidades;18;R$ 589,11
PED-7476;Circuito Impresso;Eletrônicos;Amazonas Tech;Em trânsito;USD 569,59;48 unidades;54;R$ 944,76
PED-7477;Válvula Hidráulica;Mecânica;Delta Matérias-Primas;Em trânsito;USD 130,45;109 unidades;17;R$ 513,16
PED-7478;Válvula Hidráulica;Mecânica;Sul Metais;Em trânsito;USD 150,84;50 unidades;13;R$ 502,9
PED-7479;Polímero Industrial;Química;Indústrias Alfa;Em trânsito;USD 151,09;448 unidades;20;R$ 523,46
PED-7480;Chapa de Aço;Metalurgia;Amazonas Tech;Em trânsito;USD 250,03;360 unidades;45;R$ 796,13
PED-7481;Resina Epoxi;Química;Norte Logística;Em trânsito;USD 175,47;12 unidades;12;R$ 558,95
PED-7482;Circuito Impresso;Eletrônicos;LogTech Brasil;Atrasado;USD 431,61;319 unidades;5;R$ 367,18
PED-7483;Cabo de Cobre;Metalurgia;Sul Metais;Em trânsito;USD 123,06;175 unidades;8;R$ 434,65
PED-7484;Válvula Hidráulica;Mecânica;Indústrias Alfa;Em trânsito;USD 154,28;325 unidades;15;R$ 577,64
PED-7485;Caixa Papelão;Embalagens;Amazonas Tech;Atrasado;USD 238,39;319 unidades;47;R$ 844,33
PED-7486;Cabo de Cobre;Metalurgia;Delta Matérias-Primas;Entregue;USD 160,0;234 unidades;12;R$ 593,35
PED-7487;Válvula Hidráulica;Mecânica;Nordeste Distribuidora;Atrasado;USD 186,81;107 unidades;22;R$ 534,02
PED-7488;Resina Epoxi;Química;Bahia Peças;Atrasado;USD 136,09;186 unidades;13;R$ 554,13
PED-7489;Polímero Industrial;Química;Nordeste Distribuidora;Atrasado;USD 196,37;451 unidades;28;R$ 513,32
PED-7490;Motor de Passo;Mecânica;Sudeste Express;Entregue;USD 159,79;238 unidades;15;R$ 549,32
PED-7491;Sensor Prototipo;Eletrônicos;Sudeste Express;Entregue;USD 371,64;214 unidades;16;R$ 556,6
PED-7492;Polímero Industrial;Química;Delta Matérias-Primas;Atrasado;USD 163,97;202 unidades;18;R$ 595,95
PED-7493;Resina Epoxi;Química;Global Shipping;Em trânsito;USD 190,5;183 unidades;22;R$ 559,75
PED-7494;Sensor Prototipo;Eletrônicos;Indústrias Alfa;Em trânsito;USD 403,52;338 unidades;14;R$ 492,79
PED-7495;Circuito Impresso;Eletrônicos;Sul Metais;Entregue;USD 343,88;230 unidades;11;R$ 484,23
PED-7496;Resina Epoxi;Química;Global Shipping;Atrasado;USD 160,12;162 unidades;17;R$ 689,72
PED-7497;Polímero Industrial;Química;Nordeste Distribuidora;Atrasado;USD 220,2;375 unidades;20;R$ 534,84
PED-7498;Motor de Passo;Mecânica;Global Shipping;Atrasado;USD 186,04;117 unidades;28;R$ 700,74
PED-7499;Válvula Hidráulica;Mecânica;Indústrias Alfa;Atrasado;USD 134,62;44 unidades;16;R$ 485,34
PED-7500;Polímero Industrial;Química;Bahia Peças;Entregue;USD 193,77;416 unidades;11;R$ 602,13
PED-7501;Cabo de Cobre;Metalurgia;Delta Matérias-Primas;Entregue;USD 149,14;146 unidades;14;R$ 552,59
PED-7502;Sensor Prototipo;Eletrônicos;Sul Metais;Atrasado;USD 382,15;492 unidades;12;R$ 484,32
PED-7503;Circuito Impresso;Eletrônicos;Bahia Peças;Entregue;USD 391,44;479 unidades;10;R$ 601,06
PED-7504;Cabo de Cobre;Metalurgia;Norte Logística;Entregue;USD 139,69;206 unidades;19;R$ 583,32
PED-7505;Cabo de Cobre;Metalurgia;LogTech Brasil;Entregue;USD 131,21;89 unidades;6;R$ 300,33
PED-7506;Motor de Passo;Mecânica;Sudeste Express;Atrasado;USD 139,38;286 unidades;13;R$ 467,29
PED-7507;Polímero Industrial;Química;Nordeste Distribuidora;Entregue;USD 168,27;468 unidades;21;R$ 593,52
PED-7508;Resina Epoxi;Química;Global Shipping;Entregue;USD 175,1;136 unidades;26;R$ 746,01
PED-7509;Resina Epoxi;Química;Delta Matérias-Primas;Entregue;USD 173,91;292 unidades;20;R$ 675,31
PED-7510;Sensor Prototipo;Eletrônicos;LogTech Brasil;Entregue;USD 379,53;485 unidades;5;R$ 454,55
PED-7511;Cabo de Cobre;Metalurgia;LogTech Brasil;Entregue;USD 168,63;106 unidades;5;R$ 406,95
PED-7512;Cabo de Cobre;Metalurgia;Indústrias Alfa;Entregue;USD 160,33;251 unidades;16;R$ 528,85
PED-7513;Cabo de Cobre;Metalurgia;Delta Matérias-Primas;Em trânsito;USD 170,47;316 unidades;22;R$ 563,1
PED-7514;Sensor Prototipo;Eletrônicos;Norte Logística;Entregue;USD 409,85;212 unidades;18;R$ 554,94
PED-7515;Polímero Industrial;Química;Indústrias Alfa;Em trânsito;USD 117,93;270 unidades;15;R$ 513,65
PED-7516;Chapa de Aço;Metalurgia;Delta Matérias-Primas;Entregue;USD 187,64;80 unidades;14;R$ 654,99
PED-7517;Chapa de Aço;Metalurgia;Indústrias Alfa;Em trânsito;USD 145,24;20 unidades;10;R$ 540,44
PED-7518;Circuito Impresso;Eletrônicos;Sul Metais;Entregue;USD 343,28;194 unidades;11;R$ 396,23
PED-7519;Circuito Impresso;Eletrônicos;Sul Metais;Entregue;USD 358,35;471 unidades;9;R$ 442,82
PED-7520;Caixa Papelão;Embalagens;Amazonas Tech;Atrasado;USD 162,09;368 unidades;43;R$ 966,51
PED-7521;Motor de Passo;Mecânica;LogTech Brasil;Entregue;USD 119,48;113 unidades;4;R$ 416,96
PED-7522;Sensor Prototipo;Eletrônicos;Amazonas Tech;Em trânsito;USD 575,43;142 unidades;42;R$ 771,2
PED-7523;Sensor Prototipo;Eletrônicos;LogTech Brasil;Entregue;USD 430,67;331 unidades;5;R$ 308,73
PED-7524;Cabo de Cobre;Metalurgia;Amazonas Tech;Atrasado;USD 189,12;208 unidades;22;R$ 976,09
PED-7525;Chapa de Aço;Metalurgia;Amazonas Tech;Entregue;USD 205,51;215 unidades;48;R$ 864,0
PED-7526;Sensor Prototipo;Eletrônicos;Nordeste Distribuidora;Entregue;USD 462,56;425 unidades;22;R$ 625,22
PED-7527;Circuito Impresso;Eletrônicos;Bahia Peças;Em trânsito;USD 393,97;103 unidades;16;R$ 539,39
PED-7528;Válvula Hidráulica;Mecânica;Delta Matérias-Primas;Atrasado;USD 164,58;364 unidades;20;R$ 650,27
PED-7529;Polímero Industrial;Química;Bahia Peças;Entregue;USD 143,27;99 unidades;14;R$ 558,45
PED-7530;Motor de Passo;Mecânica;Nordeste Distribuidora;Entregue;USD 174,46;250 unidades;14;R$ 602,7
PED-7531;Chapa de Aço;Metalurgia;Amazonas Tech;Em trânsito;USD 199,43;47 unidades;37;R$ 736,54
PED-7532;Circuito Impresso;Eletrônicos;Indústrias Alfa;Em trânsito;USD 402,67;19 unidades;13;R$ 543,37
PED-7533;Caixa Papelão;Embalagens;Global Shipping;Atrasado;USD 144,23;58 unidades;23;R$ 687,21
PED-7534;Resina Epoxi;Química;Norte Logística;Em trânsito;USD 129,79;238 unidades;19;R$ 528,68
PED-7535;Válvula Hidráulica;Mecânica;Norte Logística;Entregue;USD 132,93;313 unidades;17;R$ 540,98
PED-7536;Polímero Industrial;Química;Sudeste Express;Atrasado;USD 154,71;225 unidades;12;R$ 501,13
PED-7537;Chapa de Aço;Metalurgia;Indústrias Alfa;Atrasado;USD 194,21;60 unidades;13;R$ 578,95
PED-7538;Motor de Passo;Mecânica;Amazonas Tech;Em trânsito;USD 206,31;338 unidades;35;R$ 882,2
PED-7539;Caixa Papelão;Embalagens;Norte Logística;Entregue;USD 139,7;335 unidades;13;R$ 552,98
PED-7540;Polímero Industrial;Química;Global Shipping;Atrasado;USD 159,25;259 unidades;22;R$ 618,33
PED-7541;Circuito Impresso;Eletrônicos;Norte Logística;Entregue;USD 405,49;456 unidades;14;R$ 507,7
PED-7542;Cabo de Cobre;Metalurgia;Norte Logística;Atrasado;USD 148,33;476 unidades;14;R$ 543,31
PED-7543;Válvula Hidráulica;Mecânica;Norte Logística;Atrasado;USD 106,53;134 unidades;16;R$ 505,19
PED-7544;Cabo de Cobre;Metalurgia;Indústrias Alfa;Atrasado;USD 163,82;279 unidades;18;R$ 479,27
PED-7545;Circuito Impresso;Eletrônicos;Norte Logística;Entregue;USD 413,66;426 unidades;14;R$ 527,35
PED-7546;Motor de Passo;Mecânica;Amazonas Tech;Entregue;USD 214,55;288 unidades;34;R$ 818,15
PED-7547;Chapa de Aço;Metalurgia;Indústrias Alfa;Em trânsito;USD 143,86;231 unidades;13;R$ 577,47
PED-7548;Cabo de Cobre;Metalurgia;Sul Metais;Atrasado;USD 144,12;118 unidades;14;R$ 532,26
PED-7549;Chapa de Aço;Metalurgia;Amazonas Tech;Em trânsito;USD 200,78;200 unidades;24;R$ 844,34
PED-7550;Resina Epoxi;Química;Nordeste Distribuidora;Entregue;USD 200,5;290 unidades;24;R$ 581,73
PED-7551;Resina Epoxi;Química;Delta Matérias-Primas;Atrasado;USD 193,53;171 unidades;19;R$ 626,71
PED-7552;Resina Epoxi;Química;Sul Metais;Entregue;USD 108,71;245 unidades;12;R$ 512,53
PED-7553;Motor de Passo;Mecânica;Indústrias Alfa;Atrasado;USD 114,27;281 unidades;18;R$ 509,67
PED-7554;Resina Epoxi;Química;Amazonas Tech;Em trânsito;USD 235,53;166 unidades;29;R$ 914,03
PED-7555;Caixa Papelão;Embalagens;LogTech Brasil;Atrasado;USD 154,85;176 unidades;5;R$ 267,71
PED-7556;Motor de Passo;Mecânica;Global Shipping;Atrasado;USD 187,58;195 unidades;23;R$ 680,28
PED-7557;Resina Epoxi;Química;LogTech Brasil;Entregue;USD 146,03;94 unidades;4;R$ 484,92
PED-7558;Polímero Industrial;Química;Norte Logística;Entregue;USD 114,86;182 unidades;11;R$ 580,94
PED-7559;Polímero Industrial;Química;Indústrias Alfa;Atrasado;USD 174,77;108 unidades;16;R$ 565,86
PED-7560;Válvula Hidráulica;Mecânica;Delta Matérias-Primas;Entregue;USD 194,8;102 unidades;21;R$ 574,58
PED-7561;Sensor Prototipo;Eletrônicos;Delta Matérias-Primas;Atrasado;USD 409,65;277 unidades;28;R$ 628,6
PED-7562;Sensor Prototipo;Eletrônicos;Bahia Peças;Em trânsito;USD 387,79;275 unidades;16;R$ 484,62
PED-7563;Chapa de Aço;Metalurgia;Amazonas Tech;Em trânsito;USD 149,77;339 unidades;46;R$ 846,76
PED-7564;Sensor Prototipo;Eletrônicos;Global Shipping;Entregue;USD 429,27;371 unidades;29;R$ 774,96
PED-7565;Resina Epoxi;Química;Amazonas Tech;Atrasado;USD 232,98;134 unidades;38;R$ 834,25
PED-7566;Polímero Industrial;Química;Indústrias Alfa;Atrasado;USD 152,43;193 unidades;12;R$ 574,92
PED-7567;Válvula Hidráulica;Mecânica;Indústrias Alfa;Entregue;USD 181,21;201 unidades;13;R$ 536,8
